Area,B,C,D,E,F,G,H,I,J
697,1,1,3,1,2,2,1,2,2
698,1,1,3,1,2,2,1,3,2
699,1,1,3,1,2,2,2,1,2
700,1,1,3,1,2,2,2,2,2
701,1,1,3,1,2,2,2,3,2
702,1,1,3,1,2,2,3,1,2
703,1,1,3,1,2,2,3,2,2
704,1,1,3,1,2,2,3,3,2
705,1,1,3,1,2,2,4,1,2
706,1,1,3,1,2,2,4,2,2
707,1,1,3,1,2,2,4,3,2
708,1,1,3,1,2,3,1,1,2
709,1,1,3,1,2,3,1,2,2
710,1,1,3,1,2,3,1,3,2
711,1,1,3,1,2,3,2,1,2
712,1,1,3,1,2,3,2,2,2
713,1,1,3,1,2,3,2,3,2
714,1,1,3,1,2,3,3,1,2
715,1,1,3,1,2,3,3,2,2
716,1,1,3,1,2,3,3,3,2
717,1,1,3,1,2,3,4,1,2
718,1,1,3,1,2,3,4,2,2
719,1,1,3,1,2,3,4,3,2
720,1,1,3,1,3,1,1,1,2
721,1,1,3,1,3,1,1,2,2
722,1,1,3,1,3,1,1,3,2
723,1,1,3,1,3,1,2,1,2
724,1,1,3,1,3,1,2,2,2
725,1,1,3,1,3,1,2,3,2
726,1,1,3,1,3,1,3,1,2
727,1,1,3,1,3,1,3,2,2
728,1,1,3,1,3,1,3,3,2
729,1,1,3,1,3,1,4,1,2
730,1,1,3,1,3,1,4,2,2
731,1,1,3,1,3,1,4,3,2
732,1,1,3,1,3,2,1,1,2
733,1,1,3,1,3,2,1,2,2
734,1,1,3,1,3,2,1,3,2
735,1,1,3,1,3,2,2,1,2
736,1,1,3,1,3,2,2,2,2
737,1,1,3,1,3,2,2,3,2
738,1,1,3,1,3,2,3,1,2
739,1,1,3,1,3,2,3,2,2
740,1,1,3,1,3,2,3,3,2
741,1,1,3,1,3,2,4,1,2
742,1,1,3,1,3,2,4,2,2
743,1,1,3,1,3,2,4,3,2
744,1,1,3,1,3,3,1,1,2
745,1,1,3,1,3,3,1,2,2
746,1,1,3,1,3,3,1,3,2
747,1,1,3,1,3,3,2,1,2
748,1,1,3,1,3,3,2,2,2
749,1,1,3,1,3,3,2,3,2
750,1,1,3,1,3,3,3,1,2
751,1,1,3,1,3,3,3,2,2
752,1,1,3,1,3,3,3,3,2
753,1,1,3,1,3,3,4,1,2
754,1,1,3,1,3,3,4,2,2
755,1,1,3,1,3,3,4,3,2
756,1,1,3,2,1,1,1,1,2
757,1,1,3,2,1,1,1,2,2
758,1,1,3,2,1,1,1,3,2
759,1,1,3,2,1,1,2,1,2
760,1,1,3,2,1,1,2,2,2
761,1,1,3,2,1,1,2,3,2
762,1,1,3,2,1,1,3,1,2
763,1,1,3,2,1,1,3,2,2
764,1,1,3,2,1,1,3,3,2
765,1,1,3,2,1,1,4,1,2
766,1,1,3,2,1,1,4,2,2
767,1,1,3,2,1,1,4,3,2
768,1,1,3,2,1,2,1,1,2
769,1,1,3,2,1,2,1,2,2
770,1,1,3,2,1,2,1,3,2
771,1,1,3,2,1,2,2,1,2
772,1,1,3,2,1,2,2,2,2
773,1,1,3,2,1,2,2,3,2
774,1,1,3,2,1,2,3,1,2
775,1,1,3,2,1,2,3,2,2
776,1,1,3,2,1,2,3,3,2
777,1,1,3,2,1,2,4,1,2
778,1,1,3,2,1,2,4,2,2
779,1,1,3,2,1,2,4,3,2
780,1,1,3,2,1,3,1,1,2
781,1,1,3,2,1,3,1,2,2
782,1,1,3,2,1,3,1,3,2
783,1,1,3,2,1,3,2,1,2
784,1,1,3,2,1,3,2,2,2
785,1,1,3,2,1,3,2,3,2
786,1,1,3,2,1,3,3,1,2
787,1,1,3,2,1,3,3,2,2
788,1,1,3,2,1,3,3,3,2
789,1,1,3,2,1,3,4,1,2
790,1,1,3,2,1,3,4,2,2
791,1,1,3,2,1,3,4,3,2
792,1,1,3,2,2,1,1,1,2
793,1,1,3,2,2,1,1,2,2
794,1,1,3,2,2,1,1,3,2
795,1,1,3,2,2,1,2,1,2
796,1,1,3,2,2,1,2,2,2
797,1,1,3,2,2,1,2,3,2
798,1,1,3,2,2,1,3,1,2
799,1,1,3,2,2,1,3,2,2
800,1,1,3,2,2,1,3,3,2
801,1,1,3,2,2,1,4,1,2
802,1,1,3,2,2,1,4,2,2
803,1,1,3,2,2,1,4,3,2
804,1,1,3,2,2,2,1,1,2
805,1,1,3,2,2,2,1,2,2
806,1,1,3,2,2,2,1,3,2
807,1,1,3,2,2,2,2,1,2
808,1,1,3,2,2,2,2,2,2
809,1,1,3,2,2,2,2,3,2
810,1,1,3,2,2,2,3,1,2
811,1,1,3,2,2,2,3,2,2
812,1,1,3,2,2,2,3,3,2
813,1,1,3,2,2,2,4,1,2
814,1,1,3,2,2,2,4,2,2
815,1,1,3,2,2,2,4,3,2
816,1,1,3,2,2,3,1,1,2
817,1,1,3,2,2,3,1,2,2
818,1,1,3,2,2,3,1,3,2
819,1,1,3,2,2,3,2,1,2
820,1,1,3,2,2,3,2,2,2
821,1,1,3,2,2,3,2,3,2
822,1,1,3,2,2,3,3,1,2
823,1,1,3,2,2,3,3,2,2
824,1,1,3,2,2,3,3,3,2
825,1,1,3,2,2,3,4,1,2
826,1,1,3,2,2,3,4,2,2
827,1,1,3,2,2,3,4,3,2
828,1,1,3,2,3,1,1,1,2
829,1,1,3,2,3,1,1,2,2
830,1,1,3,2,3,1,1,3,2
831,1,1,3,2,3,1,2,1,2
832,1,1,3,2,3,1,2,2,2
833,1,1,3,2,3,1,2,3,2
834,1,1,3,2,3,1,3,1,2
835,1,1,3,2,3,1,3,2,2
836,1,1,3,2,3,1,3,3,2
837,1,1,3,2,3,1,4,1,2
838,1,1,3,2,3,1,4,2,2
839,1,1,3,2,3,1,4,3,2
840,1,1,3,2,3,2,1,1,2
841,1,1,3,2,3,2,1,2,2
842,1,1,3,2,3,2,1,3,2
843,1,1,3,2,3,2,2,1,2
844,1,1,3,2,3,2,2,2,2
845,1,1,3,2,3,2,2,3,2
846,1,1,3,2,3,2,3,1,2
847,1,1,3,2,3,2,3,2,2
848,1,1,3,2,3,2,3,3,2
849,1,1,3,2,3,2,4,1,2
850,1,1,3,2,3,2,4,2,2
851,1,1,3,2,3,2,4,3,2
852,1,1,3,2,3,3,1,1,2
853,1,1,3,2,3,3,1,2,2
854,1,1,3,2,3,3,1,3,2
855,1,1,3,2,3,3,2,1,2
856,1,1,3,2,3,3,2,2,2
857,1,1,3,2,3,3,2,3,2
858,1,1,3,2,3,3,3,1,2
859,1,1,3,2,3,3,3,2,2
860,1,1,3,2,3,3,3,3,2
861,1,1,3,2,3,3,4,1,2
862,1,1,3,2,3,3,4,2,2
863,1,1,3,2,3,3,4,3,2
864,1,1,3,3,1,1,1,1,2
865,1,1,3,3,1,1,1,2,2
866,1,1,3,3,1,1,1,3,2
867,1,1,3,3,1,1,2,1,2
868,1,1,3,3,1,1,2,2,2
869,1,1,3,3,1,1,2,3,2
870,1,1,3,3,1,1,3,1,2
871,1,1,3,3,1,1,3,2,2
872,1,1,3,3,1,1,3,3,2
873,1,1,3,3,1,1,4,1,2
874,1,1,3,3,1,1,4,2,2
875,1,1,3,3,1,1,4,3,2
876,1,1,3,3,1,2,1,1,2
877,1,1,3,3,1,2,1,2,2
878,1,1,3,3,1,2,1,3,2
879,1,1,3,3,1,2,2,1,2
880,1,1,3,3,1,2,2,2,2
881,1,1,3,3,1,2,2,3,2
882,1,1,3,3,1,2,3,1,2
883,1,1,3,3,1,2,3,2,2
884,1,1,3,3,1,2,3,3,2
885,1,1,3,3,1,2,4,1,2
886,1,1,3,3,1,2,4,2,2
887,1,1,3,3,1,2,4,3,2
888,1,1,3,3,1,3,1,1,2
889,1,1,3,3,1,3,1,2,2
890,1,1,3,3,1,3,1,3,2
891,1,1,3,3,1,3,2,1,2
892,1,1,3,3,1,3,2,2,2
893,1,1,3,3,1,3,2,3,2
894,1,1,3,3,1,3,3,1,2
895,1,1,3,3,1,3,3,2,2
896,1,1,3,3,1,3,3,3,2
897,1,1,3,3,1,3,4,1,2
898,1,1,3,3,1,3,4,2,2
899,1,1,3,3,1,3,4,3,2
900,1,1,3,3,2,1,1,1,2
901,1,1,3,3,2,1,1,2,2
902,1,1,3,3,2,1,1,3,2
903,1,1,3,3,2,1,2,1,2
904,1,1,3,3,2,1,2,2,2
905,1,1,3,3,2,1,2,3,2
906,1,1,3,3,2,1,3,1,2
907,1,1,3,3,2,1,3,2,2
908,1,1,3,3,2,1,3,3,2
909,1,1,3,3,2,1,4,1,2
910,1,1,3,3,2,1,4,2,2
911,1,1,3,3,2,1,4,3,2
912,1,1,3,3,2,2,1,1,2
913,1,1,3,3,2,2,1,2,2
914,1,1,3,3,2,2,1,3,2
915,1,1,3,3,2,2,2,1,2
916,1,1,3,3,2,2,2,2,2
917,1,1,3,3,2,2,2,3,2
918,1,1,3,3,2,2,3,1,2
919,1,1,3,3,2,2,3,2,2
920,1,1,3,3,2,2,3,3,2
921,1,1,3,3,2,2,4,1,2
922,1,1,3,3,2,2,4,2,2
923,1,1,3,3,2,2,4,3,2
924,1,1,3,3,2,3,1,1,2
925,1,1,3,3,2,3,1,2,2
926,1,1,3,3,2,3,1,3,2
927,1,1,3,3,2,3,2,1,2
928,1,1,3,3,2,3,2,2,2
929,1,1,3,3,2,3,2,3,2
930,1,1,3,3,2,3,3,1,2
931,1,1,3,3,2,3,3,2,2
932,1,1,3,3,2,3,3,3,2
933,1,1,3,3,2,3,4,1,2
934,1,1,3,3,2,3,4,2,2
935,1,1,3,3,2,3,4,3,2
936,1,1,3,3,3,1,1,1,2
937,1,1,3,3,3,1,1,2,2
938,1,1,3,3,3,1,1,3,2
939,1,1,3,3,3,1,2,1,2
940,1,1,3,3,3,1,2,2,2
941,1,1,3,3,3,1,2,3,2
942,1,1,3,3,3,1,3,1,2
943,1,1,3,3,3,1,3,2,2
944,1,1,3,3,3,1,3,3,2
945,1,1,3,3,3,1,4,1,2
946,1,1,3,3,3,1,4,2,2
947,1,1,3,3,3,1,4,3,2
948,1,1,3,3,3,2,1,1,2
949,1,1,3,3,3,2,1,2,2
950,1,1,3,3,3,2,1,3,2
951,1,1,3,3,3,2,2,1,2
952,1,1,3,3,3,2,2,2,2
953,1,1,3,3,3,2,2,3,2
954,1,1,3,3,3,2,3,1,2
955,1,1,3,3,3,2,3,2,2
956,1,1,3,3,3,2,3,3,2
957,1,1,3,3,3,2,4,1,2
958,1,1,3,3,3,2,4,2,2
959,1,1,3,3,3,2,4,3,2
960,1,1,3,3,3,3,1,1,2
961,1,1,3,3,3,3,1,2,2
962,1,1,3,3,3,3,1,3,2
963,1,1,3,3,3,3,2,1,2
964,1,1,3,3,3,3,2,2,2
965,1,1,3,3,3,3,2,3,2
966,1,1,3,3,3,3,3,1,2
967,1,1,3,3,3,3,3,2,2
968,1,1,3,3,3,3,3,3,2
969,1,1,3,3,3,3,4,1,2
970,1,1,3,3,3,3,4,2,2
971,1,1,3,3,3,3,4,3,2
972,1,6,1,1,1,2,1,1,3
973,1,6,1,1,1,2,2,1,3
974,1,6,1,1,1,2,3,1,3
975,1,6,1,1,1,2,4,1,3
976,1,6,1,1,2,2,1,1,3
977,1,6,1,1,2,2,2,1,3
978,1,6,1,1,2,2,3,1,3
979,1,6,1,1,2,2,4,1,3
980,1,6,1,1,3,2,1,1,3
981,1,6,1,1,3,2,2,1,3
982,1,6,1,1,3,2,3,1,3
983,1,6,1,1,3,2,4,1,3
984,1,6,1,2,1,2,1,1,3
985,1,6,1,2,1,2,2,1,3
986,1,6,1,2,1,2,3,1,3
987,1,6,1,2,1,2,4,1,3
988,1,6,1,2,2,2,1,1,3
989,1,6,1,2,2,2,2,1,3
990,1,6,1,2,2,2,3,1,3
991,1,6,1,2,2,2,4,1,3
992,1,6,1,2,3,2,1,1,3
993,1,6,1,2,3,2,2,1,3
994,1,6,1,2,3,2,3,1,3
995,1,6,1,2,3,2,4,1,3
996,1,6,1,3,1,2,1,1,3
997,1,6,1,3,1,2,2,1,3
998,1,6,1,3,1,2,3,1,3
999,1,6,1,3,1,2,4,1,3
1000,1,6,1,3,2,2,1,1,3
1001,1,6,1,3,2,2,2,1,3
1002,1,6,1,3,2,2,3,1,3
1003,1,6,1,3,2,2,4,1,3
1004,1,6,1,3,3,2,1,1,3
1005,1,6,1,3,3,2,2,1,3
1006,1,6,1,3,3,2,3,1,3
1007,1,6,1,3,3,2,4,1,3
1008,1,6,2,1,1,1,1,1,5
1009,1,6,2,1,1,1,1,2,5
1010,1,6,2,1,1,1,1,3,5
1011,1,6,2,1,1,1,2,1,5
1012,1,6,2,1,1,1,2,2,5
1013,1,6,2,1,1,1,2,3,5
1014,1,6,2,1,1,1,3,1,5
1015,1,6,2,1,1,1,3,2,5
1016,1,6,2,1,1,1,3,3,5
1017,1,6,2,1,1,1,4,1,5
1018,1,6,2,1,1,1,4,2,5
1019,1,6,2,1,1,1,4,3,5
1020,1,6,2,1,1,2,1,1,5
1021,1,6,2,1,1,2,1,2,5
1022,1,6,2,1,1,2,1,3,5
1023,1,6,2,1,1,2,2,1,5
1024,1,6,2,1,1,2,2,2,5
1025,1,6,2,1,1,2,2,3,5
1026,1,6,2,1,1,2,3,1,5
1027,1,6,2,1,1,2,3,2,5
1028,1,6,2,1,1,2,3,3,5
1029,1,6,2,1,1,2,4,1,5
1030,1,6,2,1,1,2,4,2,5
1031,1,6,2,1,1,2,4,3,5
1032,1,6,2,1,1,3,1,1,5
1033,1,6,2,1,1,3,1,2,5
1034,1,6,2,1,1,3,1,3,5
1035,1,6,2,1,1,3,2,1,5
1036,1,6,2,1,1,3,2,2,5
1037,1,6,2,1,1,3,2,3,5
1038,1,6,2,1,1,3,3,1,5
1039,1,6,2,1,1,3,3,2,5
1040,1,6,2,1,1,3,3,3,5
1041,1,6,2,1,1,3,4,1,5
1042,1,6,2,1,1,3,4,2,5
1043,1,6,2,1,1,3,4,3,5
1044,1,6,2,1,1,4,1,1,2
1045,1,6,2,1,1,4,1,2,2
1046,1,6,2,1,1,4,1,3,2
1047,1,6,2,1,1,4,2,1,2
1048,1,6,2,1,1,4,2,2,2
1049,1,6,2,1,1,4,2,3,2
1050,1,6,2,1,1,4,3,1,2
1051,1,6,2,1,1,4,3,2,2
1052,1,6,2,1,1,4,3,3,2
1053,1,6,2,1,1,4,4,1,2
1054,1,6,2,1,1,4,4,2,2
1055,1,6,2,1,1,4,4,3,2
1056,1,6,2,1,2,4,1,1,2
1057,1,6,2,1,2,4,1,2,2
1058,1,6,2,1,2,4,1,3,2
1059,1,6,2,1,2,4,2,1,2
1060,1,6,2,1,2,4,2,2,2
1061,1,6,2,1,2,4,2,3,2
1062,1,6,2,1,2,4,3,1,2
1063,1,6,2,1,2,4,3,2,2
1064,1,6,2,1,2,4,3,3,2
1065,1,6,2,1,2,4,4,1,2
1066,1,6,2,1,2,4,4,2,2
1067,1,6,2,1,2,4,4,3,2
1068,1,6,2,1,3,4,1,1,2
1069,1,6,2,1,3,4,1,2,2
1070,1,6,2,1,3,4,1,3,2
1071,1,6,2,1,3,4,2,1,2
1072,1,6,2,1,3,4,2,2,2
1073,1,6,2,1,3,4,2,3,2
1074,1,6,2,1,3,4,3,1,2
1075,1,6,2,1,3,4,3,2,2
1076,1,6,2,1,3,4,3,3,2
1077,1,6,2,1,3,4,4,1,2
1078,1,6,2,1,3,4,4,2,2
1079,1,6,2,1,3,4,4,3,2
1080,1,6,2,2,1,1,1,1,5
1081,1,6,2,2,1,1,1,2,5
1082,1,6,2,2,1,1,1,3,5
1083,1,6,2,2,1,1,2,1,5
1084,1,6,2,2,1,1,2,2,5
1085,1,6,2,2,1,1,2,3,5
1086,1,6,2,2,1,1,3,1,5
1087,1,6,2,2,1,1,3,2,5
1088,1,6,2,2,1,1,3,3,5
1089,1,6,2,2,1,1,4,1,5
1090,1,6,2,2,1,1,4,2,5
1091,1,6,2,2,1,1,4,3,5
1092,1,6,2,2,1,2,1,1,5
1093,1,6,2,2,1,2,1,2,5
1094,1,6,2,2,1,2,1,3,5
1095,1,6,2,2,1,2,2,1,5
1096,1,6,2,2,1,2,2,2,5
1097,1,6,2,2,1,2,2,3,5
1098,1,6,2,2,1,2,3,1,5
1099,1,6,2,2,1,2,3,2,5
1100,1,6,2,2,1,2,3,3,5
1101,1,6,2,2,1,2,4,1,5
1102,1,6,2,2,1,2,4,2,5
1103,1,6,2,2,1,2,4,3,5
1104,1,6,2,2,1,3,1,1,5
1105,1,6,2,2,1,3,1,2,5
1106,1,6,2,2,1,3,1,3,5
1107,1,6,2,2,1,3,2,1,5
1108,1,6,2,2,1,3,2,2,5
1109,1,6,2,2,1,3,2,3,5
1110,1,6,2,2,1,3,3,1,5
1111,1,6,2,2,1,3,3,2,5
1112,1,6,2,2,1,3,3,3,5
1113,1,6,2,2,1,3,4,1,5
1114,1,6,2,2,1,3,4,2,5
1115,1,6,2,2,1,3,4,3,5
1116,1,6,2,2,1,4,1,1,2
1117,1,6,2,2,1,4,1,2,2
1118,1,6,2,2,1,4,1,3,2
1119,1,6,2,2,1,4,2,1,2
1120,1,6,2,2,1,4,2,2,2
1121,1,6,2,2,1,4,2,3,2
1122,1,6,2,2,1,4,3,1,2
1123,1,6,2,2,1,4,3,2,2
1124,1,6,2,2,1,4,3,3,2
1125,1,6,2,2,1,4,4,1,2
1126,1,6,2,2,1,4,4,2,2
1127,1,6,2,2,1,4,4,3,2
1128,1,6,2,2,2,4,1,1,2
1129,1,6,2,2,2,4,1,2,2
1130,1,6,2,2,2,4,1,3,2
1131,1,6,2,2,2,4,2,1,2
1132,1,6,2,2,2,4,2,2,2
1133,1,6,2,2,2,4,2,3,2
1134,1,6,2,2,2,4,3,1,2
1135,1,6,2,2,2,4,3,2,2
1136,1,6,2,2,2,4,3,3,2
1137,1,6,2,2,2,4,4,1,2
1138,1,6,2,2,2,4,4,2,2
1139,1,6,2,2,2,4,4,3,2
1140,1,6,2,2,3,4,1,1,2
1141,1,6,2,2,3,4,1,2,2
1142,1,6,2,2,3,4,1,3,2
1143,1,6,2,2,3,4,2,1,2
1144,1,6,2,2,3,4,2,2,2
1145,1,6,2,2,3,4,2,3,2
1146,1,6,2,2,3,4,3,1,2
1147,1,6,2,2,3,4,3,2,2
1148,1,6,2,2,3,4,3,3,2
1149,1,6,2,2,3,4,4,1,2
1150,1,6,2,2,3,4,4,2,2
1151,1,6,2,2,3,4,4,3,2
1152,1,6,2,3,1,1,1,1,5
1153,1,6,2,3,1,1,1,2,5
1154,1,6,2,3,1,1,1,3,5
1155,1,6,2,3,1,1,2,1,5
1156,1,6,2,3,1,1,2,2,5
1157,1,6,2,3,1,1,2,3,5
1158,1,6,2,3,1,1,3,1,5
1159,1,6,2,3,1,1,3,2,5
1160,1,6,2,3,1,1,3,3,5
1161,1,6,2,3,1,1,4,1,5
1162,1,6,2,3,1,1,4,2,5
1163,1,6,2,3,1,1,4,3,5
1164,1,6,2,3,1,2,1,1,5
1165,1,6,2,3,1,2,1,2,5
1166,1,6,2,3,1,2,1,3,5
1167,1,6,2,3,1,2,2,1,5
1168,1,6,2,3,1,2,2,2,5
1169,1,6,2,3,1,2,2,3,5
1170,1,6,2,3,1,2,3,1,5
1171,1,6,2,3,1,2,3,2,5
1172,1,6,2,3,1,2,3,3,5
1173,1,6,2,3,1,2,4,1,5
1174,1,6,2,3,1,2,4,2,5
1175,1,6,2,3,1,2,4,3,5
1176,1,6,2,3,1,3,1,1,5
1177,1,6,2,3,1,3,1,2,5
1178,1,6,2,3,1,3,1,3,5
1179,1,6,2,3,1,3,2,1,5
1180,1,6,2,3,1,3,2,2,5
1181,1,6,2,3,1,3,2,3,5
1182,1,6,2,3,1,3,3,1,5
1183,1,6,2,3,1,3,3,2,5
1184,1,6,2,3,1,3,3,3,5
1185,1,6,2,3,1,3,4,1,5
1186,1,6,2,3,1,3,4,2,5
1187,1,6,2,3,1,3,4,3,5
1188,1,6,2,3,1,4,1,1,2
1189,1,6,2,3,1,4,1,2,2
1190,1,6,2,3,1,4,1,3,2
1191,1,6,2,3,1,4,2,1,2
1192,1,6,2,3,1,4,2,2,2
1193,1,6,2,3,1,4,2,3,2
1194,1,6,2,3,1,4,3,1,2
1195,1,6,2,3,1,4,3,2,2
1196,1,6,2,3,1,4,3,3,2
1197,1,6,2,3,1,4,4,1,2
1198,1,6,2,3,1,4,4,2,2
1199,1,6,2,3,1,4,4,3,2
1200,1,6,2,3,2,4,1,1,2
1201,1,6,2,3,2,4,1,2,2
1202,1,6,2,3,2,4,1,3,2
1203,1,6,2,3,2,4,2,1,2
1204,1,6,2,3,2,4,2,2,2
1205,1,6,2,3,2,4,2,3,2
1206,1,6,2,3,2,4,3,1,2
1207,1,6,2,3,2,4,3,2,2
1208,1,6,2,3,2,4,3,3,2
1209,1,6,2,3,2,4,4,1,2
1210,1,6,2,3,2,4,4,2,2
1211,1,6,2,3,2,4,4,3,2
1212,1,6,2,3,3,4,1,1,2
1213,1,6,2,3,3,4,1,2,2
1214,1,6,2,3,3,4,1,3,2
1215,1,6,2,3,3,4,2,1,2
1216,1,6,2,3,3,4,2,2,2
1217,1,6,2,3,3,4,2,3,2
1218,1,6,2,3,3,4,3,1,2
1219,1,6,2,3,3,4,3,2,2
1220,1,6,2,3,3,4,3,3,2
1221,1,6,2,3,3,4,4,1,2
1222,1,6,2,3,3,4,4,2,2
1223,1,6,2,3,3,4,4,3,2
1224,1,6,3,1,1,4,1,1,1
1225,1,6,3,1,1,4,1,2,1
1226,1,6,3,1,1,4,1,3,1
1227,1,6,3,1,1,4,2,1,1
1228,1,6,3,1,1,4,2,2,1
1229,1,6,3,1,1,4,2,3,1
1230,1,6,3,1,1,4,3,1,1
1231,1,6,3,1,1,4,3,2,1
1232,1,6,3,1,1,4,3,3,1
1233,1,6,3,1,1,4,4,1,1
1234,1,6,3,1,1,4,4,2,1
1235,1,6,3,1,1,4,4,3,1
1236,1,6,3,1,2,4,1,1,1
1237,1,6,3,1,2,4,1,2,1
1238,1,6,3,1,2,4,1,3,1
1239,1,6,3,1,2,4,2,1,1
1240,1,6,3,1,2,4,2,2,1
1241,1,6,3,1,2,4,2,3,1
1242,1,6,3,1,2,4,3,1,1
1243,1,6,3,1,2,4,3,2,1
1244,1,6,3,1,2,4,3,3,1
1245,1,6,3,1,2,4,4,1,1
1246,1,6,3,1,2,4,4,2,1
1247,1,6,3,1,2,4,4,3,1
1248,1,6,3,1,3,4,1,1,1
1249,1,6,3,1,3,4,1,2,1
1250,1,6,3,1,3,4,1,3,1
1251,1,6,3,1,3,4,2,1,1
1252,1,6,3,1,3,4,2,2,1
1253,1,6,3,1,3,4,2,3,1
1254,1,6,3,1,3,4,3,1,1
1255,1,6,3,1,3,4,3,2,1
1256,1,6,3,1,3,4,3,3,1
1257,1,6,3,1,3,4,4,1,1
1258,1,6,3,1,3,4,4,2,1
1259,1,6,3,1,3,4,4,3,1
1260,1,6,3,2,1,4,1,1,1
1261,1,6,3,2,1,4,1,2,1
1262,1,6,3,2,1,4,1,3,1
1263,1,6,3,2,1,4,2,1,1
1264,1,6,3,2,1,4,2,2,1
1265,1,6,3,2,1,4,2,3,1
1266,1,6,3,2,1,4,3,1,1
1267,1,6,3,2,1,4,3,2,1
1268,1,6,3,2,1,4,3,3,1
1269,1,6,3,2,1,4,4,1,1
1270,1,6,3,2,1,4,4,2,1
1271,1,6,3,2,1,4,4,3,1
1272,1,6,3,2,2,4,1,1,1
1273,1,6,3,2,2,4,1,2,1
1274,1,6,3,2,2,4,1,3,1
1275,1,6,3,2,2,4,2,1,1
1276,1,6,3,2,2,4,2,2,1
1277,1,6,3,2,2,4,2,3,1
1278,1,6,3,2,2,4,3,1,1
1279,1,6,3,2,2,4,3,2,1
1280,1,6,3,2,2,4,3,3,1
1281,1,6,3,2,2,4,4,1,1
1282,1,6,3,2,2,4,4,2,1
1283,1,6,3,2,2,4,4,3,1
1284,1,6,3,2,3,4,1,1,1
1285,1,6,3,2,3,4,1,2,1
1286,1,6,3,2,3,4,1,3,1
1287,1,6,3,2,3,4,2,1,1
1288,1,6,3,2,3,4,2,2,1
1289,1,6,3,2,3,4,2,3,1
1290,1,6,3,2,3,4,3,1,1
1291,1,6,3,2,3,4,3,2,1
1292,1,6,3,2,3,4,3,3,1
1293,1,6,3,2,3,4,4,1,1
1294,1,6,3,2,3,4,4,2,1
1295,1,6,3,2,3,4,4,3,1
1296,1,6,3,3,1,4,1,1,1
1297,1,6,3,3,1,4,1,2,1
1298,1,6,3,3,1,4,1,3,1
1299,1,6,3,3,1,4,2,1,1
1300,1,6,3,3,1,4,2,2,1
1301,1,6,3,3,1,4,2,3,1
1302,1,6,3,3,1,4,3,1,1
1303,1,6,3,3,1,4,3,2,1
1304,1,6,3,3,1,4,3,3,1
1305,1,6,3,3,1,4,4,1,1
1306,1,6,3,3,1,4,4,2,1
1307,1,6,3,3,1,4,4,3,1
1308,1,6,3,3,2,4,1,1,1
1309,1,6,3,3,2,4,1,2,1
1310,1,6,3,3,2,4,1,3,1
1311,1,6,3,3,2,4,2,1,1
1312,1,6,3,3,2,4,2,2,1
1313,1,6,3,3,2,4,2,3,1
1314,1,6,3,3,2,4,3,1,1
1315,1,6,3,3,2,4,3,2,1
1316,1,6,3,3,2,4,3,3,1
1317,1,6,3,3,2,4,4,1,1
1318,1,6,3,3,2,4,4,2,1
1319,1,6,3,3,2,4,4,3,1
1320,1,6,3,3,3,4,1,1,1
1321,1,6,3,3,3,4,1,2,1
1322,1,6,3,3,3,4,1,3,1
1323,1,6,3,3,3,4,2,1,1
1324,1,6,3,3,3,4,2,2,1
1325,1,6,3,3,3,4,2,3,1
1326,1,6,3,3,3,4,3,1,1
1327,1,6,3,3,3,4,3,2,1
1328,1,6,3,3,3,4,3,3,1
1329,1,6,3,3,3,4,4,1,1
1330,1,6,3,3,3,4,4,2,1
1331,1,6,3,3,3,4,4,3,1
1332,2,1,1,1,1,1,1,1,5
1333,2,1,1,1,1,1,1,2,5
1334,2,1,1,1,1,1,1,3,5
1335,2,1,1,1,1,1,2,1,5
1336,2,1,1,1,1,1,2,2,5
1337,2,1,1,1,1,1,2,3,5
1338,2,1,1,1,1,1,3,1,5
1339,2,1,1,1,1,1,3,2,5
1340,2,1,1,1,1,1,3,3,5
1341,2,1,1,1,1,1,4,1,5
1342,2,1,1,1,1,1,4,2,5
1343,2,1,1,1,1,1,4,3,5
1344,2,1,1,1,1,2,1,1,5
1345,2,1,1,1,1,2,1,2,5
1346,2,1,1,1,1,2,1,3,5
1347,2,1,1,1,1,2,2,1,5
1348,2,1,1,1,1,2,2,2,5
1349,2,1,1,1,1,2,2,3,5
1350,2,1,1,1,1,2,3,1,5
1351,2,1,1,1,1,2,3,2,5
1352,2,1,1,1,1,2,3,3,5
1353,2,1,1,1,1,2,4,1,5
1354,2,1,1,1,1,2,4,2,5
1355,2,1,1,1,1,2,4,3,5
1356,2,1,1,1,1,3,1,1,5
1357,2,1,1,1,1,3,1,2,5
1358,2,1,1,1,1,3,1,3,5
1359,2,1,1,1,1,3,2,1,5
1360,2,1,1,1,1,3,2,2,5
1361,2,1,1,1,1,3,2,3,5
1362,2,1,1,1,1,3,3,1,5
1363,2,1,1,1,1,3,3,2,5
1364,2,1,1,1,1,3,3,3,5
1365,2,1,1,1,1,3,4,1,5
1366,2,1,1,1,1,3,4,2,5
1367,2,1,1,1,1,3,4,3,5
1368,2,1,1,1,2,2,1,1,1
1369,2,1,1,1,2,2,2,1,1
1370,2,1,1,1,2,2,3,1,1
1371,2,1,1,1,2,2,4,1,1
1372,2,1,1,1,3,2,1,1,1
1373,2,1,1,1,3,2,2,1,1
1374,2,1,1,1,3,2,3,1,1
1375,2,1,1,1,3,2,4,1,1
1376,2,1,1,2,1,1,1,1,5
