Food,B,C,D,E,F,G,H,I,J
697,1,1,3,1,2,2,1,2,5
698,1,1,3,1,2,2,1,3,5
699,1,1,3,1,2,2,2,1,5
700,1,1,3,1,2,2,2,2,5
701,1,1,3,1,2,2,2,3,5
702,1,1,3,1,2,2,3,1,5
703,1,1,3,1,2,2,3,2,5
704,1,1,3,1,2,2,3,3,5
705,1,1,3,1,2,2,4,1,5
706,1,1,3,1,2,2,4,2,5
707,1,1,3,1,2,2,4,3,5
708,1,1,3,1,2,3,1,1,5
709,1,1,3,1,2,3,1,2,5
710,1,1,3,1,2,3,1,3,5
711,1,1,3,1,2,3,2,1,5
712,1,1,3,1,2,3,2,2,5
713,1,1,3,1,2,3,2,3,5
714,1,1,3,1,2,3,3,1,5
715,1,1,3,1,2,3,3,2,5
716,1,1,3,1,2,3,3,3,5
717,1,1,3,1,2,3,4,1,5
718,1,1,3,1,2,3,4,2,5
719,1,1,3,1,2,3,4,3,5
720,1,1,3,1,3,1,1,1,5
721,1,1,3,1,3,1,1,2,5
722,1,1,3,1,3,1,1,3,5
723,1,1,3,1,3,1,2,1,5
724,1,1,3,1,3,1,2,2,5
725,1,1,3,1,3,1,2,3,5
726,1,1,3,1,3,1,3,1,5
727,1,1,3,1,3,1,3,2,5
728,1,1,3,1,3,1,3,3,5
729,1,1,3,1,3,1,4,1,5
730,1,1,3,1,3,1,4,2,5
731,1,1,3,1,3,1,4,3,5
732,1,1,3,1,3,2,1,1,5
733,1,1,3,1,3,2,1,2,5
734,1,1,3,1,3,2,1,3,5
735,1,1,3,1,3,2,2,1,5
736,1,1,3,1,3,2,2,2,5
737,1,1,3,1,3,2,2,3,5
738,1,1,3,1,3,2,3,1,5
739,1,1,3,1,3,2,3,2,5
740,1,1,3,1,3,2,3,3,5
741,1,1,3,1,3,2,4,1,5
742,1,1,3,1,3,2,4,2,5
743,1,1,3,1,3,2,4,3,5
744,1,1,3,1,3,3,1,1,5
745,1,1,3,1,3,3,1,2,5
746,1,1,3,1,3,3,1,3,5
747,1,1,3,1,3,3,2,1,5
748,1,1,3,1,3,3,2,2,5
749,1,1,3,1,3,3,2,3,5
750,1,1,3,1,3,3,3,1,5
751,1,1,3,1,3,3,3,2,5
752,1,1,3,1,3,3,3,3,5
753,1,1,3,1,3,3,4,1,5
754,1,1,3,1,3,3,4,2,5
755,1,1,3,1,3,3,4,3,5
756,1,1,3,2,1,1,1,1,5
757,1,1,3,2,1,1,1,2,5
758,1,1,3,2,1,1,1,3,5
759,1,1,3,2,1,1,2,1,5
760,1,1,3,2,1,1,2,2,5
761,1,1,3,2,1,1,2,3,5
762,1,1,3,2,1,1,3,1,5
763,1,1,3,2,1,1,3,2,5
764,1,1,3,2,1,1,3,3,5
765,1,1,3,2,1,1,4,1,5
766,1,1,3,2,1,1,4,2,5
767,1,1,3,2,1,1,4,3,5
768,1,1,3,2,1,2,1,1,5
769,1,1,3,2,1,2,1,2,5
770,1,1,3,2,1,2,1,3,5
771,1,1,3,2,1,2,2,1,5
772,1,1,3,2,1,2,2,2,5
773,1,1,3,2,1,2,2,3,5
774,1,1,3,2,1,2,3,1,5
775,1,1,3,2,1,2,3,2,5
776,1,1,3,2,1,2,3,3,5
777,1,1,3,2,1,2,4,1,5
778,1,1,3,2,1,2,4,2,5
779,1,1,3,2,1,2,4,3,5
780,1,1,3,2,1,3,1,1,5
781,1,1,3,2,1,3,1,2,5
782,1,1,3,2,1,3,1,3,5
783,1,1,3,2,1,3,2,1,5
784,1,1,3,2,1,3,2,2,5
785,1,1,3,2,1,3,2,3,5
786,1,1,3,2,1,3,3,1,5
787,1,1,3,2,1,3,3,2,5
788,1,1,3,2,1,3,3,3,5
789,1,1,3,2,1,3,4,1,5
790,1,1,3,2,1,3,4,2,5
791,1,1,3,2,1,3,4,3,5
792,1,1,3,2,2,1,1,1,5
793,1,1,3,2,2,1,1,2,5
794,1,1,3,2,2,1,1,3,5
795,1,1,3,2,2,1,2,1,5
796,1,1,3,2,2,1,2,2,5
797,1,1,3,2,2,1,2,3,5
798,1,1,3,2,2,1,3,1,5
799,1,1,3,2,2,1,3,2,5
800,1,1,3,2,2,1,3,3,5
801,1,1,3,2,2,1,4,1,5
802,1,1,3,2,2,1,4,2,5
803,1,1,3,2,2,1,4,3,5
804,1,1,3,2,2,2,1,1,5
805,1,1,3,2,2,2,1,2,5
806,1,1,3,2,2,2,1,3,5
807,1,1,3,2,2,2,2,1,5
808,1,1,3,2,2,2,2,2,5
809,1,1,3,2,2,2,2,3,5
810,1,1,3,2,2,2,3,1,5
811,1,1,3,2,2,2,3,2,5
812,1,1,3,2,2,2,3,3,5
813,1,1,3,2,2,2,4,1,5
814,1,1,3,2,2,2,4,2,5
815,1,1,3,2,2,2,4,3,5
816,1,1,3,2,2,3,1,1,5
817,1,1,3,2,2,3,1,2,5
818,1,1,3,2,2,3,1,3,5
819,1,1,3,2,2,3,2,1,5
820,1,1,3,2,2,3,2,2,5
821,1,1,3,2,2,3,2,3,5
822,1,1,3,2,2,3,3,1,5
823,1,1,3,2,2,3,3,2,5
824,1,1,3,2,2,3,3,3,5
825,1,1,3,2,2,3,4,1,5
826,1,1,3,2,2,3,4,2,5
827,1,1,3,2,2,3,4,3,5
828,1,1,3,2,3,1,1,1,5
829,1,1,3,2,3,1,1,2,5
830,1,1,3,2,3,1,1,3,5
831,1,1,3,2,3,1,2,1,5
832,1,1,3,2,3,1,2,2,5
833,1,1,3,2,3,1,2,3,5
834,1,1,3,2,3,1,3,1,5
835,1,1,3,2,3,1,3,2,5
836,1,1,3,2,3,1,3,3,5
837,1,1,3,2,3,1,4,1,5
838,1,1,3,2,3,1,4,2,5
839,1,1,3,2,3,1,4,3,5
840,1,1,3,2,3,2,1,1,5
841,1,1,3,2,3,2,1,2,5
842,1,1,3,2,3,2,1,3,5
843,1,1,3,2,3,2,2,1,5
844,1,1,3,2,3,2,2,2,5
845,1,1,3,2,3,2,2,3,5
846,1,1,3,2,3,2,3,1,5
847,1,1,3,2,3,2,3,2,5
848,1,1,3,2,3,2,3,3,5
849,1,1,3,2,3,2,4,1,5
850,1,1,3,2,3,2,4,2,5
851,1,1,3,2,3,2,4,3,5
852,1,1,3,2,3,3,1,1,5
853,1,1,3,2,3,3,1,2,5
854,1,1,3,2,3,3,1,3,5
855,1,1,3,2,3,3,2,1,5
856,1,1,3,2,3,3,2,2,5
857,1,1,3,2,3,3,2,3,5
858,1,1,3,2,3,3,3,1,5
859,1,1,3,2,3,3,3,2,5
860,1,1,3,2,3,3,3,3,5
861,1,1,3,2,3,3,4,1,5
862,1,1,3,2,3,3,4,2,5
863,1,1,3,2,3,3,4,3,5
864,1,1,3,3,1,1,1,1,5
865,1,1,3,3,1,1,1,2,5
866,1,1,3,3,1,1,1,3,5
867,1,1,3,3,1,1,2,1,5
868,1,1,3,3,1,1,2,2,5
869,1,1,3,3,1,1,2,3,5
870,1,1,3,3,1,1,3,1,5
871,1,1,3,3,1,1,3,2,5
872,1,1,3,3,1,1,3,3,5
873,1,1,3,3,1,1,4,1,5
874,1,1,3,3,1,1,4,2,5
875,1,1,3,3,1,1,4,3,5
876,1,1,3,3,1,2,1,1,5
877,1,1,3,3,1,2,1,2,5
878,1,1,3,3,1,2,1,3,5
879,1,1,3,3,1,2,2,1,5
880,1,1,3,3,1,2,2,2,5
881,1,1,3,3,1,2,2,3,5
882,1,1,3,3,1,2,3,1,5
883,1,1,3,3,1,2,3,2,5
884,1,1,3,3,1,2,3,3,5
885,1,1,3,3,1,2,4,1,5
886,1,1,3,3,1,2,4,2,5
887,1,1,3,3,1,2,4,3,5
888,1,1,3,3,1,3,1,1,5
889,1,1,3,3,1,3,1,2,5
890,1,1,3,3,1,3,1,3,5
891,1,1,3,3,1,3,2,1,5
892,1,1,3,3,1,3,2,2,5
893,1,1,3,3,1,3,2,3,5
894,1,1,3,3,1,3,3,1,5
895,1,1,3,3,1,3,3,2,5
896,1,1,3,3,1,3,3,3,5
897,1,1,3,3,1,3,4,1,5
898,1,1,3,3,1,3,4,2,5
899,1,1,3,3,1,3,4,3,5
900,1,1,3,3,2,1,1,1,5
901,1,1,3,3,2,1,1,2,5
902,1,1,3,3,2,1,1,3,5
903,1,1,3,3,2,1,2,1,5
904,1,1,3,3,2,1,2,2,5
905,1,1,3,3,2,1,2,3,5
906,1,1,3,3,2,1,3,1,5
907,1,1,3,3,2,1,3,2,5
908,1,1,3,3,2,1,3,3,5
909,1,1,3,3,2,1,4,1,5
910,1,1,3,3,2,1,4,2,5
911,1,1,3,3,2,1,4,3,5
912,1,1,3,3,2,2,1,1,5
913,1,1,3,3,2,2,1,2,5
914,1,1,3,3,2,2,1,3,5
915,1,1,3,3,2,2,2,1,5
916,1,1,3,3,2,2,2,2,5
917,1,1,3,3,2,2,2,3,5
918,1,1,3,3,2,2,3,1,5
919,1,1,3,3,2,2,3,2,5
920,1,1,3,3,2,2,3,3,5
921,1,1,3,3,2,2,4,1,5
922,1,1,3,3,2,2,4,2,5
923,1,1,3,3,2,2,4,3,5
924,1,1,3,3,2,3,1,1,5
925,1,1,3,3,2,3,1,2,5
926,1,1,3,3,2,3,1,3,5
927,1,1,3,3,2,3,2,1,5
928,1,1,3,3,2,3,2,2,5
929,1,1,3,3,2,3,2,3,5
930,1,1,3,3,2,3,3,1,5
931,1,1,3,3,2,3,3,2,5
932,1,1,3,3,2,3,3,3,5
933,1,1,3,3,2,3,4,1,5
934,1,1,3,3,2,3,4,2,5
935,1,1,3,3,2,3,4,3,5
936,1,1,3,3,3,1,1,1,5
937,1,1,3,3,3,1,1,2,5
938,1,1,3,3,3,1,1,3,5
939,1,1,3,3,3,1,2,1,5
940,1,1,3,3,3,1,2,2,5
941,1,1,3,3,3,1,2,3,5
942,1,1,3,3,3,1,3,1,5
943,1,1,3,3,3,1,3,2,5
944,1,1,3,3,3,1,3,3,5
945,1,1,3,3,3,1,4,1,5
946,1,1,3,3,3,1,4,2,5
947,1,1,3,3,3,1,4,3,5
948,1,1,3,3,3,2,1,1,5
949,1,1,3,3,3,2,1,2,5
950,1,1,3,3,3,2,1,3,5
951,1,1,3,3,3,2,2,1,5
952,1,1,3,3,3,2,2,2,5
953,1,1,3,3,3,2,2,3,5
954,1,1,3,3,3,2,3,1,5
955,1,1,3,3,3,2,3,2,5
956,1,1,3,3,3,2,3,3,5
957,1,1,3,3,3,2,4,1,5
958,1,1,3,3,3,2,4,2,5
959,1,1,3,3,3,2,4,3,5
960,1,1,3,3,3,3,1,1,5
961,1,1,3,3,3,3,1,2,5
962,1,1,3,3,3,3,1,3,5
963,1,1,3,3,3,3,2,1,5
964,1,1,3,3,3,3,2,2,5
965,1,1,3,3,3,3,2,3,5
966,1,1,3,3,3,3,3,1,5
967,1,1,3,3,3,3,3,2,5
968,1,1,3,3,3,3,3,3,5
969,1,1,3,3,3,3,4,1,5
970,1,1,3,3,3,3,4,2,5
971,1,1,3,3,3,3,4,3,5
972,1,6,1,1,1,2,1,1,1
973,1,6,1,1,1,2,2,1,1
974,1,6,1,1,1,2,3,1,1
975,1,6,1,1,1,2,4,1,1
976,1,6,1,1,2,2,1,1,1
977,1,6,1,1,2,2,2,1,1
978,1,6,1,1,2,2,3,1,1
979,1,6,1,1,2,2,4,1,1
980,1,6,1,1,3,2,1,1,1
981,1,6,1,1,3,2,2,1,1
982,1,6,1,1,3,2,3,1,1
983,1,6,1,1,3,2,4,1,1
984,1,6,1,2,1,2,1,1,1
985,1,6,1,2,1,2,2,1,1
986,1,6,1,2,1,2,3,1,1
987,1,6,1,2,1,2,4,1,1
988,1,6,1,2,2,2,1,1,1
989,1,6,1,2,2,2,2,1,1
990,1,6,1,2,2,2,3,1,1
991,1,6,1,2,2,2,4,1,1
992,1,6,1,2,3,2,1,1,1
993,1,6,1,2,3,2,2,1,1
994,1,6,1,2,3,2,3,1,1
995,1,6,1,2,3,2,4,1,1
996,1,6,1,3,1,2,1,1,1
997,1,6,1,3,1,2,2,1,1
998,1,6,1,3,1,2,3,1,1
999,1,6,1,3,1,2,4,1,1
1000,1,6,1,3,2,2,1,1,1
1001,1,6,1,3,2,2,2,1,1
1002,1,6,1,3,2,2,3,1,1
1003,1,6,1,3,2,2,4,1,1
1004,1,6,1,3,3,2,1,1,1
1005,1,6,1,3,3,2,2,1,1
1006,1,6,1,3,3,2,3,1,1
1007,1,6,1,3,3,2,4,1,1
1008,1,6,2,1,1,1,1,1,4
1009,1,6,2,1,1,1,1,2,4
1010,1,6,2,1,1,1,1,3,4
1011,1,6,2,1,1,1,2,1,4
1012,1,6,2,1,1,1,2,2,4
1013,1,6,2,1,1,1,2,3,4
1014,1,6,2,1,1,1,3,1,4
1015,1,6,2,1,1,1,3,2,4
1016,1,6,2,1,1,1,3,3,4
1017,1,6,2,1,1,1,4,1,4
1018,1,6,2,1,1,1,4,2,4
1019,1,6,2,1,1,1,4,3,4
1020,1,6,2,1,1,2,1,1,4
1021,1,6,2,1,1,2,1,2,4
1022,1,6,2,1,1,2,1,3,4
1023,1,6,2,1,1,2,2,1,4
1024,1,6,2,1,1,2,2,2,4
1025,1,6,2,1,1,2,2,3,4
1026,1,6,2,1,1,2,3,1,4
1027,1,6,2,1,1,2,3,2,4
1028,1,6,2,1,1,2,3,3,4
1029,1,6,2,1,1,2,4,1,4
1030,1,6,2,1,1,2,4,2,4
1031,1,6,2,1,1,2,4,3,4
1032,1,6,2,1,1,3,1,1,4
1033,1,6,2,1,1,3,1,2,4
1034,1,6,2,1,1,3,1,3,4
1035,1,6,2,1,1,3,2,1,4
1036,1,6,2,1,1,3,2,2,4
1037,1,6,2,1,1,3,2,3,4
1038,1,6,2,1,1,3,3,1,4
1039,1,6,2,1,1,3,3,2,4
1040,1,6,2,1,1,3,3,3,4
1041,1,6,2,1,1,3,4,1,4
1042,1,6,2,1,1,3,4,2,4
1043,1,6,2,1,1,3,4,3,4
1044,1,6,2,1,1,4,1,1,5
1045,1,6,2,1,1,4,1,2,5
1046,1,6,2,1,1,4,1,3,5
1047,1,6,2,1,1,4,2,1,5
1048,1,6,2,1,1,4,2,2,5
1049,1,6,2,1,1,4,2,3,5
1050,1,6,2,1,1,4,3,1,5
1051,1,6,2,1,1,4,3,2,5
1052,1,6,2,1,1,4,3,3,5
1053,1,6,2,1,1,4,4,1,5
1054,1,6,2,1,1,4,4,2,5
1055,1,6,2,1,1,4,4,3,5
1056,1,6,2,1,2,4,1,1,5
1057,1,6,2,1,2,4,1,2,5
1058,1,6,2,1,2,4,1,3,5
1059,1,6,2,1,2,4,2,1,5
1060,1,6,2,1,2,4,2,2,5
1061,1,6,2,1,2,4,2,3,5
1062,1,6,2,1,2,4,3,1,5
1063,1,6,2,1,2,4,3,2,5
1064,1,6,2,1,2,4,3,3,5
1065,1,6,2,1,2,4,4,1,5
1066,1,6,2,1,2,4,4,2,5
1067,1,6,2,1,2,4,4,3,5
1068,1,6,2,1,3,4,1,1,5
1069,1,6,2,1,3,4,1,2,5
1070,1,6,2,1,3,4,1,3,5
1071,1,6,2,1,3,4,2,1,5
1072,1,6,2,1,3,4,2,2,5
1073,1,6,2,1,3,4,2,3,5
1074,1,6,2,1,3,4,3,1,5
1075,1,6,2,1,3,4,3,2,5
1076,1,6,2,1,3,4,3,3,5
1077,1,6,2,1,3,4,4,1,5
1078,1,6,2,1,3,4,4,2,5
1079,1,6,2,1,3,4,4,3,5
1080,1,6,2,2,1,1,1,1,4
1081,1,6,2,2,1,1,1,2,4
1082,1,6,2,2,1,1,1,3,4
1083,1,6,2,2,1,1,2,1,4
1084,1,6,2,2,1,1,2,2,4
1085,1,6,2,2,1,1,2,3,4
1086,1,6,2,2,1,1,3,1,4
1087,1,6,2,2,1,1,3,2,4
1088,1,6,2,2,1,1,3,3,4
1089,1,6,2,2,1,1,4,1,4
1090,1,6,2,2,1,1,4,2,4
1091,1,6,2,2,1,1,4,3,4
1092,1,6,2,2,1,2,1,1,4
1093,1,6,2,2,1,2,1,2,4
1094,1,6,2,2,1,2,1,3,4
1095,1,6,2,2,1,2,2,1,4
1096,1,6,2,2,1,2,2,2,4
1097,1,6,2,2,1,2,2,3,4
1098,1,6,2,2,1,2,3,1,4
1099,1,6,2,2,1,2,3,2,4
1100,1,6,2,2,1,2,3,3,4
1101,1,6,2,2,1,2,4,1,4
1102,1,6,2,2,1,2,4,2,4
1103,1,6,2,2,1,2,4,3,4
1104,1,6,2,2,1,3,1,1,4
1105,1,6,2,2,1,3,1,2,4
1106,1,6,2,2,1,3,1,3,4
1107,1,6,2,2,1,3,2,1,4
1108,1,6,2,2,1,3,2,2,4
1109,1,6,2,2,1,3,2,3,4
1110,1,6,2,2,1,3,3,1,4
1111,1,6,2,2,1,3,3,2,4
1112,1,6,2,2,1,3,3,3,4
1113,1,6,2,2,1,3,4,1,4
1114,1,6,2,2,1,3,4,2,4
1115,1,6,2,2,1,3,4,3,4
1116,1,6,2,2,1,4,1,1,5
1117,1,6,2,2,1,4,1,2,5
1118,1,6,2,2,1,4,1,3,5
1119,1,6,2,2,1,4,2,1,5
1120,1,6,2,2,1,4,2,2,5
1121,1,6,2,2,1,4,2,3,5
1122,1,6,2,2,1,4,3,1,5
1123,1,6,2,2,1,4,3,2,5
1124,1,6,2,2,1,4,3,3,5
1125,1,6,2,2,1,4,4,1,5
1126,1,6,2,2,1,4,4,2,5
1127,1,6,2,2,1,4,4,3,5
1128,1,6,2,2,2,4,1,1,5
1129,1,6,2,2,2,4,1,2,5
1130,1,6,2,2,2,4,1,3,5
1131,1,6,2,2,2,4,2,1,5
1132,1,6,2,2,2,4,2,2,5
1133,1,6,2,2,2,4,2,3,5
1134,1,6,2,2,2,4,3,1,5
1135,1,6,2,2,2,4,3,2,5
1136,1,6,2,2,2,4,3,3,5
1137,1,6,2,2,2,4,4,1,5
1138,1,6,2,2,2,4,4,2,5
1139,1,6,2,2,2,4,4,3,5
1140,1,6,2,2,3,4,1,1,5
1141,1,6,2,2,3,4,1,2,5
1142,1,6,2,2,3,4,1,3,5
1143,1,6,2,2,3,4,2,1,5
1144,1,6,2,2,3,4,2,2,5
1145,1,6,2,2,3,4,2,3,5
1146,1,6,2,2,3,4,3,1,5
1147,1,6,2,2,3,4,3,2,5
1148,1,6,2,2,3,4,3,3,5
1149,1,6,2,2,3,4,4,1,5
1150,1,6,2,2,3,4,4,2,5
1151,1,6,2,2,3,4,4,3,5
1152,1,6,2,3,1,1,1,1,4
1153,1,6,2,3,1,1,1,2,4
1154,1,6,2,3,1,1,1,3,4
1155,1,6,2,3,1,1,2,1,4
1156,1,6,2,3,1,1,2,2,4
1157,1,6,2,3,1,1,2,3,4
1158,1,6,2,3,1,1,3,1,4
1159,1,6,2,3,1,1,3,2,4
1160,1,6,2,3,1,1,3,3,4
1161,1,6,2,3,1,1,4,1,4
1162,1,6,2,3,1,1,4,2,4
1163,1,6,2,3,1,1,4,3,4
1164,1,6,2,3,1,2,1,1,4
1165,1,6,2,3,1,2,1,2,4
1166,1,6,2,3,1,2,1,3,4
1167,1,6,2,3,1,2,2,1,4
1168,1,6,2,3,1,2,2,2,4
1169,1,6,2,3,1,2,2,3,4
1170,1,6,2,3,1,2,3,1,4
1171,1,6,2,3,1,2,3,2,4
1172,1,6,2,3,1,2,3,3,4
1173,1,6,2,3,1,2,4,1,4
1174,1,6,2,3,1,2,4,2,4
1175,1,6,2,3,1,2,4,3,4
1176,1,6,2,3,1,3,1,1,4
1177,1,6,2,3,1,3,1,2,4
1178,1,6,2,3,1,3,1,3,4
1179,1,6,2,3,1,3,2,1,4
1180,1,6,2,3,1,3,2,2,4
1181,1,6,2,3,1,3,2,3,4
1182,1,6,2,3,1,3,3,1,4
1183,1,6,2,3,1,3,3,2,4
1184,1,6,2,3,1,3,3,3,4
1185,1,6,2,3,1,3,4,1,4
1186,1,6,2,3,1,3,4,2,4
1187,1,6,2,3,1,3,4,3,4
1188,1,6,2,3,1,4,1,1,5
1189,1,6,2,3,1,4,1,2,5
1190,1,6,2,3,1,4,1,3,5
1191,1,6,2,3,1,4,2,1,5
1192,1,6,2,3,1,4,2,2,5
1193,1,6,2,3,1,4,2,3,5
1194,1,6,2,3,1,4,3,1,5
1195,1,6,2,3,1,4,3,2,5
1196,1,6,2,3,1,4,3,3,5
1197,1,6,2,3,1,4,4,1,5
1198,1,6,2,3,1,4,4,2,5
1199,1,6,2,3,1,4,4,3,5
1200,1,6,2,3,2,4,1,1,5
1201,1,6,2,3,2,4,1,2,5
1202,1,6,2,3,2,4,1,3,5
1203,1,6,2,3,2,4,2,1,5
1204,1,6,2,3,2,4,2,2,5
1205,1,6,2,3,2,4,2,3,5
1206,1,6,2,3,2,4,3,1,5
1207,1,6,2,3,2,4,3,2,5
1208,1,6,2,3,2,4,3,3,5
1209,1,6,2,3,2,4,4,1,5
1210,1,6,2,3,2,4,4,2,5
1211,1,6,2,3,2,4,4,3,5
1212,1,6,2,3,3,4,1,1,5
1213,1,6,2,3,3,4,1,2,5
1214,1,6,2,3,3,4,1,3,5
1215,1,6,2,3,3,4,2,1,5
1216,1,6,2,3,3,4,2,2,5
1217,1,6,2,3,3,4,2,3,5
1218,1,6,2,3,3,4,3,1,5
1219,1,6,2,3,3,4,3,2,5
1220,1,6,2,3,3,4,3,3,5
1221,1,6,2,3,3,4,4,1,5
1222,1,6,2,3,3,4,4,2,5
1223,1,6,2,3,3,4,4,3,5
1224,1,6,3,1,1,4,1,1,5
1225,1,6,3,1,1,4,1,2,5
1226,1,6,3,1,1,4,1,3,5
1227,1,6,3,1,1,4,2,1,5
1228,1,6,3,1,1,4,2,2,5
1229,1,6,3,1,1,4,2,3,5
1230,1,6,3,1,1,4,3,1,5
1231,1,6,3,1,1,4,3,2,5
1232,1,6,3,1,1,4,3,3,5
1233,1,6,3,1,1,4,4,1,5
1234,1,6,3,1,1,4,4,2,5
1235,1,6,3,1,1,4,4,3,5
1236,1,6,3,1,2,4,1,1,5
1237,1,6,3,1,2,4,1,2,5
1238,1,6,3,1,2,4,1,3,5
1239,1,6,3,1,2,4,2,1,5
1240,1,6,3,1,2,4,2,2,5
1241,1,6,3,1,2,4,2,3,5
1242,1,6,3,1,2,4,3,1,5
1243,1,6,3,1,2,4,3,2,5
1244,1,6,3,1,2,4,3,3,5
1245,1,6,3,1,2,4,4,1,5
1246,1,6,3,1,2,4,4,2,5
1247,1,6,3,1,2,4,4,3,5
1248,1,6,3,1,3,4,1,1,5
1249,1,6,3,1,3,4,1,2,5
1250,1,6,3,1,3,4,1,3,5
1251,1,6,3,1,3,4,2,1,5
1252,1,6,3,1,3,4,2,2,5
1253,1,6,3,1,3,4,2,3,5
1254,1,6,3,1,3,4,3,1,5
1255,1,6,3,1,3,4,3,2,5
1256,1,6,3,1,3,4,3,3,5
1257,1,6,3,1,3,4,4,1,5
1258,1,6,3,1,3,4,4,2,5
1259,1,6,3,1,3,4,4,3,5
1260,1,6,3,2,1,4,1,1,5
1261,1,6,3,2,1,4,1,2,5
1262,1,6,3,2,1,4,1,3,5
1263,1,6,3,2,1,4,2,1,5
1264,1,6,3,2,1,4,2,2,5
1265,1,6,3,2,1,4,2,3,5
1266,1,6,3,2,1,4,3,1,5
1267,1,6,3,2,1,4,3,2,5
1268,1,6,3,2,1,4,3,3,5
1269,1,6,3,2,1,4,4,1,5
1270,1,6,3,2,1,4,4,2,5
1271,1,6,3,2,1,4,4,3,5
1272,1,6,3,2,2,4,1,1,5
1273,1,6,3,2,2,4,1,2,5
1274,1,6,3,2,2,4,1,3,5
1275,1,6,3,2,2,4,2,1,5
1276,1,6,3,2,2,4,2,2,5
1277,1,6,3,2,2,4,2,3,5
1278,1,6,3,2,2,4,3,1,5
1279,1,6,3,2,2,4,3,2,5
1280,1,6,3,2,2,4,3,3,5
1281,1,6,3,2,2,4,4,1,5
1282,1,6,3,2,2,4,4,2,5
1283,1,6,3,2,2,4,4,3,5
1284,1,6,3,2,3,4,1,1,5
1285,1,6,3,2,3,4,1,2,5
1286,1,6,3,2,3,4,1,3,5
1287,1,6,3,2,3,4,2,1,5
1288,1,6,3,2,3,4,2,2,5
1289,1,6,3,2,3,4,2,3,5
1290,1,6,3,2,3,4,3,1,5
1291,1,6,3,2,3,4,3,2,5
1292,1,6,3,2,3,4,3,3,5
1293,1,6,3,2,3,4,4,1,5
1294,1,6,3,2,3,4,4,2,5
1295,1,6,3,2,3,4,4,3,5
1296,1,6,3,3,1,4,1,1,5
1297,1,6,3,3,1,4,1,2,5
1298,1,6,3,3,1,4,1,3,5
1299,1,6,3,3,1,4,2,1,5
1300,1,6,3,3,1,4,2,2,5
1301,1,6,3,3,1,4,2,3,5
1302,1,6,3,3,1,4,3,1,5
1303,1,6,3,3,1,4,3,2,5
1304,1,6,3,3,1,4,3,3,5
1305,1,6,3,3,1,4,4,1,5
1306,1,6,3,3,1,4,4,2,5
1307,1,6,3,3,1,4,4,3,5
1308,1,6,3,3,2,4,1,1,5
1309,1,6,3,3,2,4,1,2,5
1310,1,6,3,3,2,4,1,3,5
1311,1,6,3,3,2,4,2,1,5
1312,1,6,3,3,2,4,2,2,5
1313,1,6,3,3,2,4,2,3,5
1314,1,6,3,3,2,4,3,1,5
1315,1,6,3,3,2,4,3,2,5
1316,1,6,3,3,2,4,3,3,5
1317,1,6,3,3,2,4,4,1,5
1318,1,6,3,3,2,4,4,2,5
1319,1,6,3,3,2,4,4,3,5
1320,1,6,3,3,3,4,1,1,5
1321,1,6,3,3,3,4,1,2,5
1322,1,6,3,3,3,4,1,3,5
1323,1,6,3,3,3,4,2,1,5
1324,1,6,3,3,3,4,2,2,5
1325,1,6,3,3,3,4,2,3,5
1326,1,6,3,3,3,4,3,1,5
1327,1,6,3,3,3,4,3,2,5
1328,1,6,3,3,3,4,3,3,5
1329,1,6,3,3,3,4,4,1,5
1330,1,6,3,3,3,4,4,2,5
1331,1,6,3,3,3,4,4,3,5
1332,2,1,1,1,1,1,1,1,4
1333,2,1,1,1,1,1,1,2,4
1334,2,1,1,1,1,1,1,3,4
1335,2,1,1,1,1,1,2,1,4
1336,2,1,1,1,1,1,2,2,4
1337,2,1,1,1,1,1,2,3,4
1338,2,1,1,1,1,1,3,1,4
1339,2,1,1,1,1,1,3,2,4
1340,2,1,1,1,1,1,3,3,4
1341,2,1,1,1,1,1,4,1,4
1342,2,1,1,1,1,1,4,2,4
1343,2,1,1,1,1,1,4,3,4
1344,2,1,1,1,1,2,1,1,4
1345,2,1,1,1,1,2,1,2,4
1346,2,1,1,1,1,2,1,3,4
1347,2,1,1,1,1,2,2,1,4
1348,2,1,1,1,1,2,2,2,4
1349,2,1,1,1,1,2,2,3,4
1350,2,1,1,1,1,2,3,1,4
1351,2,1,1,1,1,2,3,2,4
1352,2,1,1,1,1,2,3,3,4
1353,2,1,1,1,1,2,4,1,4
1354,2,1,1,1,1,2,4,2,4
1355,2,1,1,1,1,2,4,3,4
1356,2,1,1,1,1,3,1,1,4
1357,2,1,1,1,1,3,1,2,4
1358,2,1,1,1,1,3,1,3,4
1359,2,1,1,1,1,3,2,1,4
1360,2,1,1,1,1,3,2,2,4
1361,2,1,1,1,1,3,2,3,4
1362,2,1,1,1,1,3,3,1,4
1363,2,1,1,1,1,3,3,2,4
1364,2,1,1,1,1,3,3,3,4
1365,2,1,1,1,1,3,4,1,4
1366,2,1,1,1,1,3,4,2,4
1367,2,1,1,1,1,3,4,3,4
1368,2,1,1,1,2,2,1,1,9
1369,2,1,1,1,2,2,2,1,9
1370,2,1,1,1,2,2,3,1,9
1371,2,1,1,1,2,2,4,1,9
1372,2,1,1,1,3,2,1,1,9
1373,2,1,1,1,3,2,2,1,9
1374,2,1,1,1,3,2,3,1,9
1375,2,1,1,1,3,2,4,1,9
1376,2,1,1,2,1,1,1,1,4
