Type,B,C,D,E,F,G,H,I,J
762,1,1,3,2,1,1,3,1,4
763,1,1,3,2,1,1,3,2,4
764,1,1,3,2,1,1,3,3,4
765,1,1,3,2,1,1,4,1,4
766,1,1,3,2,1,1,4,2,4
768,1,1,3,2,1,2,1,1,4
769,1,1,3,2,1,2,1,2,4
770,1,1,3,2,1,2,1,3,4
771,1,1,3,2,1,2,2,1,4
772,1,1,3,2,1,2,2,2,4
773,1,1,3,2,1,2,2,3,4
774,1,1,3,2,1,2,3,1,4
775,1,1,3,2,1,2,3,2,4
777,1,1,3,2,1,2,4,1,4
778,1,1,3,2,1,2,4,2,4
779,1,1,3,2,1,2,4,3,4
780,1,1,3,2,1,3,1,1,4
781,1,1,3,2,1,3,1,2,4
782,1,1,3,2,1,3,1,3,4
783,1,1,3,2,1,3,2,1,4
784,1,1,3,2,1,3,2,2,4
785,1,1,3,2,1,3,2,3,4
786,1,1,3,2,1,3,3,1,4
787,1,1,3,2,1,3,3,2,4
788,1,1,3,2,1,3,3,3,4
789,1,1,3,2,1,3,4,1,4
791,1,1,3,2,1,3,4,3,4
792,1,1,3,2,2,1,1,1,4
793,1,1,3,2,2,1,1,2,4
794,1,1,3,2,2,1,1,3,4
797,1,1,3,2,2,1,2,3,4
799,1,1,3,2,2,1,3,2,4
800,1,1,3,2,2,1,3,3,4
801,1,1,3,2,2,1,4,1,4
802,1,1,3,2,2,1,4,2,4
803,1,1,3,2,2,1,4,3,4
804,1,1,3,2,2,2,1,1,4
805,1,1,3,2,2,2,1,2,4
806,1,1,3,2,2,2,1,3,4
807,1,1,3,2,2,2,2,1,4
808,1,1,3,2,2,2,2,2,4
809,1,1,3,2,2,2,2,3,4
810,1,1,3,2,2,2,3,1,4
811,1,1,3,2,2,2,3,2,4
812,1,1,3,2,2,2,3,3,4
813,1,1,3,2,2,2,4,1,4
814,1,1,3,2,2,2,4,2,4
815,1,1,3,2,2,2,4,3,4
816,1,1,3,2,2,3,1,1,4
817,1,1,3,2,2,3,1,2,4
818,1,1,3,2,2,3,1,3,4
819,1,1,3,2,2,3,2,1,4
820,1,1,3,2,2,3,2,2,4
821,1,1,3,2,2,3,2,3,4
822,1,1,3,2,2,3,3,1,4
823,1,1,3,2,2,3,3,2,4
824,1,1,3,2,2,3,3,3,4
825,1,1,3,2,2,3,4,1,4
826,1,1,3,2,2,3,4,2,4
827,1,1,3,2,2,3,4,3,4
828,1,1,3,2,3,1,1,1,4
829,1,1,3,2,3,1,1,2,4
830,1,1,3,2,3,1,1,3,4
831,1,1,3,2,3,1,2,1,4
832,1,1,3,2,3,1,2,2,4
833,1,1,3,2,3,1,2,3,4
835,1,1,3,2,3,1,3,2,4
836,1,1,3,2,3,1,3,3,4
838,1,1,3,2,3,1,4,2,4
839,1,1,3,2,3,1,4,3,4
840,1,1,3,2,3,2,1,1,4
841,1,1,3,2,3,2,1,2,4
842,1,1,3,2,3,2,1,3,4
844,1,1,3,2,3,2,2,2,4
845,1,1,3,2,3,2,2,3,4
847,1,1,3,2,3,2,3,2,4
848,1,1,3,2,3,2,3,3,4
849,1,1,3,2,3,2,4,1,4
850,1,1,3,2,3,2,4,2,4
851,1,1,3,2,3,2,4,3,4
852,1,1,3,2,3,3,1,1,4
853,1,1,3,2,3,3,1,2,4
854,1,1,3,2,3,3,1,3,4
855,1,1,3,2,3,3,2,1,4
856,1,1,3,2,3,3,2,2,4
857,1,1,3,2,3,3,2,3,4
858,1,1,3,2,3,3,3,1,4
859,1,1,3,2,3,3,3,2,4
860,1,1,3,2,3,3,3,3,4
861,1,1,3,2,3,3,4,1,4
862,1,1,3,2,3,3,4,2,4
863,1,1,3,2,3,3,4,3,4
864,1,1,3,3,1,1,1,1,4
866,1,1,3,3,1,1,1,3,4
867,1,1,3,3,1,1,2,1,4
868,1,1,3,3,1,1,2,2,4
869,1,1,3,3,1,1,2,3,4
870,1,1,3,3,1,1,3,1,4
871,1,1,3,3,1,1,3,2,4
872,1,1,3,3,1,1,3,3,4
873,1,1,3,3,1,1,4,1,4
874,1,1,3,3,1,1,4,2,4
875,1,1,3,3,1,1,4,3,4
876,1,1,3,3,1,2,1,1,4
877,1,1,3,3,1,2,1,2,4
878,1,1,3,3,1,2,1,3,4
879,1,1,3,3,1,2,2,1,4
880,1,1,3,3,1,2,2,2,4
881,1,1,3,3,1,2,2,3,4
882,1,1,3,3,1,2,3,1,4
883,1,1,3,3,1,2,3,2,4
884,1,1,3,3,1,2,3,3,4
885,1,1,3,3,1,2,4,1,4
886,1,1,3,3,1,2,4,2,4
887,1,1,3,3,1,2,4,3,4
888,1,1,3,3,1,3,1,1,4
889,1,1,3,3,1,3,1,2,4
890,1,1,3,3,1,3,1,3,4
892,1,1,3,3,1,3,2,2,4
893,1,1,3,3,1,3,2,3,4
895,1,1,3,3,1,3,3,2,4
896,1,1,3,3,1,3,3,3,4
897,1,1,3,3,1,3,4,1,4
898,1,1,3,3,1,3,4,2,4
899,1,1,3,3,1,3,4,3,4
900,1,1,3,3,2,1,1,1,4
902,1,1,3,3,2,1,1,3,4
903,1,1,3,3,2,1,2,1,4
904,1,1,3,3,2,1,2,2,4
905,1,1,3,3,2,1,2,3,4
906,1,1,3,3,2,1,3,1,4
907,1,1,3,3,2,1,3,2,4
909,1,1,3,3,2,1,4,1,4
910,1,1,3,3,2,1,4,2,4
911,1,1,3,3,2,1,4,3,4
912,1,1,3,3,2,2,1,1,4
913,1,1,3,3,2,2,1,2,4
914,1,1,3,3,2,2,1,3,4
915,1,1,3,3,2,2,2,1,4
916,1,1,3,3,2,2,2,2,4
917,1,1,3,3,2,2,2,3,4
918,1,1,3,3,2,2,3,1,4
919,1,1,3,3,2,2,3,2,4
920,1,1,3,3,2,2,3,3,4
921,1,1,3,3,2,2,4,1,4
923,1,1,3,3,2,2,4,3,4
924,1,1,3,3,2,3,1,1,4
925,1,1,3,3,2,3,1,2,4
926,1,1,3,3,2,3,1,3,4
927,1,1,3,3,2,3,2,1,4
928,1,1,3,3,2,3,2,2,4
929,1,1,3,3,2,3,2,3,4
932,1,1,3,3,2,3,3,3,4
933,1,1,3,3,2,3,4,1,4
934,1,1,3,3,2,3,4,2,4
935,1,1,3,3,2,3,4,3,4
936,1,1,3,3,3,1,1,1,4
938,1,1,3,3,3,1,1,3,4
939,1,1,3,3,3,1,2,1,4
940,1,1,3,3,3,1,2,2,4
941,1,1,3,3,3,1,2,3,4
944,1,1,3,3,3,1,3,3,4
945,1,1,3,3,3,1,4,1,4
946,1,1,3,3,3,1,4,2,4
947,1,1,3,3,3,1,4,3,4
948,1,1,3,3,3,2,1,1,4
949,1,1,3,3,3,2,1,2,4
950,1,1,3,3,3,2,1,3,4
951,1,1,3,3,3,2,2,1,4
952,1,1,3,3,3,2,2,2,4
953,1,1,3,3,3,2,2,3,4
954,1,1,3,3,3,2,3,1,4
955,1,1,3,3,3,2,3,2,4
956,1,1,3,3,3,2,3,3,4
957,1,1,3,3,3,2,4,1,4
958,1,1,3,3,3,2,4,2,4
959,1,1,3,3,3,2,4,3,4
961,1,1,3,3,3,3,1,2,4
962,1,1,3,3,3,3,1,3,4
963,1,1,3,3,3,3,2,1,4
964,1,1,3,3,3,3,2,2,4
965,1,1,3,3,3,3,2,3,4
966,1,1,3,3,3,3,3,1,4
967,1,1,3,3,3,3,3,2,4
969,1,1,3,3,3,3,4,1,4
970,1,1,3,3,3,3,4,2,4
971,1,1,3,3,3,3,4,3,4
972,1,6,1,1,1,2,1,1,3
973,1,6,1,1,1,2,2,1,3
974,1,6,1,1,1,2,3,1,3
975,1,6,1,1,1,2,4,1,3
976,1,6,1,1,2,2,1,1,3
977,1,6,1,1,2,2,2,1,3
978,1,6,1,1,2,2,3,1,3
979,1,6,1,1,2,2,4,1,3
980,1,6,1,1,3,2,1,1,3
981,1,6,1,1,3,2,2,1,3
982,1,6,1,1,3,2,3,1,3
983,1,6,1,1,3,2,4,1,3
984,1,6,1,2,1,2,1,1,3
985,1,6,1,2,1,2,2,1,3
986,1,6,1,2,1,2,3,1,3
987,1,6,1,2,1,2,4,1,3
988,1,6,1,2,2,2,1,1,3
989,1,6,1,2,2,2,2,1,3
990,1,6,1,2,2,2,3,1,3
991,1,6,1,2,2,2,4,1,3
993,1,6,1,2,3,2,2,1,3
994,1,6,1,2,3,2,3,1,3
995,1,6,1,2,3,2,4,1,3
996,1,6,1,3,1,2,1,1,3
997,1,6,1,3,1,2,2,1,3
998,1,6,1,3,1,2,3,1,3
999,1,6,1,3,1,2,4,1,3
1000,1,6,1,3,2,2,1,1,3
1001,1,6,1,3,2,2,2,1,3
1002,1,6,1,3,2,2,3,1,3
1003,1,6,1,3,2,2,4,1,3
1004,1,6,1,3,3,2,1,1,3
1005,1,6,1,3,3,2,2,1,3
1006,1,6,1,3,3,2,3,1,3
1007,1,6,1,3,3,2,4,1,3
1008,1,6,2,1,1,1,1,1,1
1009,1,6,2,1,1,1,1,2,1
1011,1,6,2,1,1,1,2,1,1
1012,1,6,2,1,1,1,2,2,1
1013,1,6,2,1,1,1,2,3,1
1014,1,6,2,1,1,1,3,1,1
1015,1,6,2,1,1,1,3,2,1
1016,1,6,2,1,1,1,3,3,1
1017,1,6,2,1,1,1,4,1,1
1018,1,6,2,1,1,1,4,2,1
1019,1,6,2,1,1,1,4,3,1
1020,1,6,2,1,1,2,1,1,1
1021,1,6,2,1,1,2,1,2,1
1022,1,6,2,1,1,2,1,3,1
1023,1,6,2,1,1,2,2,1,1
1024,1,6,2,1,1,2,2,2,1
1026,1,6,2,1,1,2,3,1,1
1027,1,6,2,1,1,2,3,2,1
1028,1,6,2,1,1,2,3,3,1
1029,1,6,2,1,1,2,4,1,1
1030,1,6,2,1,1,2,4,2,1
1031,1,6,2,1,1,2,4,3,1
1033,1,6,2,1,1,3,1,2,1
1034,1,6,2,1,1,3,1,3,1
1035,1,6,2,1,1,3,2,1,1
1036,1,6,2,1,1,3,2,2,1
1037,1,6,2,1,1,3,2,3,1
1038,1,6,2,1,1,3,3,1,1
1039,1,6,2,1,1,3,3,2,1
1040,1,6,2,1,1,3,3,3,1
1041,1,6,2,1,1,3,4,1,1
1042,1,6,2,1,1,3,4,2,1
1043,1,6,2,1,1,3,4,3,1
1044,1,6,2,1,1,4,1,1,4
1045,1,6,2,1,1,4,1,2,4
1046,1,6,2,1,1,4,1,3,4
1047,1,6,2,1,1,4,2,1,4
1048,1,6,2,1,1,4,2,2,4
1050,1,6,2,1,1,4,3,1,4
1051,1,6,2,1,1,4,3,2,4
1052,1,6,2,1,1,4,3,3,4
1053,1,6,2,1,1,4,4,1,4
1054,1,6,2,1,1,4,4,2,4
1055,1,6,2,1,1,4,4,3,4
1056,1,6,2,1,2,4,1,1,4
1057,1,6,2,1,2,4,1,2,4
1058,1,6,2,1,2,4,1,3,4
1059,1,6,2,1,2,4,2,1,4
1060,1,6,2,1,2,4,2,2,4
1061,1,6,2,1,2,4,2,3,4
1062,1,6,2,1,2,4,3,1,4
1063,1,6,2,1,2,4,3,2,4
1064,1,6,2,1,2,4,3,3,4
1065,1,6,2,1,2,4,4,1,4
1066,1,6,2,1,2,4,4,2,4
1067,1,6,2,1,2,4,4,3,4
1068,1,6,2,1,3,4,1,1,4
1069,1,6,2,1,3,4,1,2,4
1070,1,6,2,1,3,4,1,3,4
1072,1,6,2,1,3,4,2,2,4
1073,1,6,2,1,3,4,2,3,4
1075,1,6,2,1,3,4,3,2,4
1076,1,6,2,1,3,4,3,3,4
1077,1,6,2,1,3,4,4,1,4
1078,1,6,2,1,3,4,4,2,4
1080,1,6,2,2,1,1,1,1,1
1081,1,6,2,2,1,1,1,2,1
1083,1,6,2,2,1,1,2,1,1
1084,1,6,2,2,1,1,2,2,1
1085,1,6,2,2,1,1,2,3,1
1087,1,6,2,2,1,1,3,2,1
1088,1,6,2,2,1,1,3,3,1
1089,1,6,2,2,1,1,4,1,1
1090,1,6,2,2,1,1,4,2,1
1091,1,6,2,2,1,1,4,3,1
1092,1,6,2,2,1,2,1,1,1
1093,1,6,2,2,1,2,1,2,1
1094,1,6,2,2,1,2,1,3,1
1095,1,6,2,2,1,2,2,1,1
1096,1,6,2,2,1,2,2,2,1
1097,1,6,2,2,1,2,2,3,1
1098,1,6,2,2,1,2,3,1,1
1099,1,6,2,2,1,2,3,2,1
1100,1,6,2,2,1,2,3,3,1
1101,1,6,2,2,1,2,4,1,1
1102,1,6,2,2,1,2,4,2,1
1103,1,6,2,2,1,2,4,3,1
1104,1,6,2,2,1,3,1,1,1
1105,1,6,2,2,1,3,1,2,1
1106,1,6,2,2,1,3,1,3,1
1107,1,6,2,2,1,3,2,1,1
1108,1,6,2,2,1,3,2,2,1
1110,1,6,2,2,1,3,3,1,1
1111,1,6,2,2,1,3,3,2,1
1112,1,6,2,2,1,3,3,3,1
1113,1,6,2,2,1,3,4,1,1
1114,1,6,2,2,1,3,4,2,1
1115,1,6,2,2,1,3,4,3,1
1116,1,6,2,2,1,4,1,1,4
1117,1,6,2,2,1,4,1,2,4
1118,1,6,2,2,1,4,1,3,4
1119,1,6,2,2,1,4,2,1,4
1120,1,6,2,2,1,4,2,2,4
1122,1,6,2,2,1,4,3,1,4
1123,1,6,2,2,1,4,3,2,4
1124,1,6,2,2,1,4,3,3,4
1125,1,6,2,2,1,4,4,1,4
1126,1,6,2,2,1,4,4,2,4
1127,1,6,2,2,1,4,4,3,4
1128,1,6,2,2,2,4,1,1,4
1129,1,6,2,2,2,4,1,2,4
1131,1,6,2,2,2,4,2,1,4
1132,1,6,2,2,2,4,2,2,4
1133,1,6,2,2,2,4,2,3,4
1134,1,6,2,2,2,4,3,1,4
1135,1,6,2,2,2,4,3,2,4
1136,1,6,2,2,2,4,3,3,4
1139,1,6,2,2,2,4,4,3,4
1140,1,6,2,2,3,4,1,1,4
1141,1,6,2,2,3,4,1,2,4
1142,1,6,2,2,3,4,1,3,4
1143,1,6,2,2,3,4,2,1,4
1144,1,6,2,2,3,4,2,2,4
1145,1,6,2,2,3,4,2,3,4
1146,1,6,2,2,3,4,3,1,4
1148,1,6,2,2,3,4,3,3,4
1149,1,6,2,2,3,4,4,1,4
1150,1,6,2,2,3,4,4,2,4
1151,1,6,2,2,3,4,4,3,4
1152,1,6,2,3,1,1,1,1,1
1153,1,6,2,3,1,1,1,2,1
1154,1,6,2,3,1,1,1,3,1
1155,1,6,2,3,1,1,2,1,1
1156,1,6,2,3,1,1,2,2,1
1157,1,6,2,3,1,1,2,3,1
1158,1,6,2,3,1,1,3,1,1
1159,1,6,2,3,1,1,3,2,1
1160,1,6,2,3,1,1,3,3,1
1161,1,6,2,3,1,1,4,1,1
1162,1,6,2,3,1,1,4,2,1
1163,1,6,2,3,1,1,4,3,1
1164,1,6,2,3,1,2,1,1,1
1165,1,6,2,3,1,2,1,2,1
1166,1,6,2,3,1,2,1,3,1
1167,1,6,2,3,1,2,2,1,1
1168,1,6,2,3,1,2,2,2,1
1169,1,6,2,3,1,2,2,3,1
1170,1,6,2,3,1,2,3,1,1
1171,1,6,2,3,1,2,3,2,1
1172,1,6,2,3,1,2,3,3,1
1173,1,6,2,3,1,2,4,1,1
1175,1,6,2,3,1,2,4,3,1
1176,1,6,2,3,1,3,1,1,1
1177,1,6,2,3,1,3,1,2,1
1178,1,6,2,3,1,3,1,3,1
1179,1,6,2,3,1,3,2,1,1
1182,1,6,2,3,1,3,3,1,1
1183,1,6,2,3,1,3,3,2,1
1184,1,6,2,3,1,3,3,3,1
1185,1,6,2,3,1,3,4,1,1
1186,1,6,2,3,1,3,4,2,1
1187,1,6,2,3,1,3,4,3,1
1188,1,6,2,3,1,4,1,1,4
1189,1,6,2,3,1,4,1,2,4
1190,1,6,2,3,1,4,1,3,4
1191,1,6,2,3,1,4,2,1,4
1192,1,6,2,3,1,4,2,2,4
1193,1,6,2,3,1,4,2,3,4
1194,1,6,2,3,1,4,3,1,4
1195,1,6,2,3,1,4,3,2,4
1196,1,6,2,3,1,4,3,3,4
1197,1,6,2,3,1,4,4,1,4
1199,1,6,2,3,1,4,4,3,4
1200,1,6,2,3,2,4,1,1,4
1201,1,6,2,3,2,4,1,2,4
1202,1,6,2,3,2,4,1,3,4
1203,1,6,2,3,2,4,2,1,4
1204,1,6,2,3,2,4,2,2,4
1205,1,6,2,3,2,4,2,3,4
1206,1,6,2,3,2,4,3,1,4
1207,1,6,2,3,2,4,3,2,4
1208,1,6,2,3,2,4,3,3,4
1209,1,6,2,3,2,4,4,1,4
1210,1,6,2,3,2,4,4,2,4
1211,1,6,2,3,2,4,4,3,4
1212,1,6,2,3,3,4,1,1,4
1213,1,6,2,3,3,4,1,2,4
1215,1,6,2,3,3,4,2,1,4
1216,1,6,2,3,3,4,2,2,4
1217,1,6,2,3,3,4,2,3,4
1218,1,6,2,3,3,4,3,1,4
1219,1,6,2,3,3,4,3,2,4
1220,1,6,2,3,3,4,3,3,4
1221,1,6,2,3,3,4,4,1,4
1222,1,6,2,3,3,4,4,2,4
1223,1,6,2,3,3,4,4,3,4
1224,1,6,3,1,1,4,1,1,2
1225,1,6,3,1,1,4,1,2,2
1226,1,6,3,1,1,4,1,3,2
1227,1,6,3,1,1,4,2,1,2
1228,1,6,3,1,1,4,2,2,2
1229,1,6,3,1,1,4,2,3,2
1230,1,6,3,1,1,4,3,1,2
1231,1,6,3,1,1,4,3,2,2
1232,1,6,3,1,1,4,3,3,2
1233,1,6,3,1,1,4,4,1,2
1234,1,6,3,1,1,4,4,2,2
1235,1,6,3,1,1,4,4,3,2
1236,1,6,3,1,2,4,1,1,2
1237,1,6,3,1,2,4,1,2,2
1238,1,6,3,1,2,4,1,3,2
1239,1,6,3,1,2,4,2,1,2
1240,1,6,3,1,2,4,2,2,2
1241,1,6,3,1,2,4,2,3,2
1242,1,6,3,1,2,4,3,1,2
1243,1,6,3,1,2,4,3,2,2
1244,1,6,3,1,2,4,3,3,2
1245,1,6,3,1,2,4,4,1,2
1246,1,6,3,1,2,4,4,2,2
1247,1,6,3,1,2,4,4,3,2
1248,1,6,3,1,3,4,1,1,2
1249,1,6,3,1,3,4,1,2,2
1250,1,6,3,1,3,4,1,3,2
1251,1,6,3,1,3,4,2,1,2
1252,1,6,3,1,3,4,2,2,2
1253,1,6,3,1,3,4,2,3,2
1254,1,6,3,1,3,4,3,1,2
1255,1,6,3,1,3,4,3,2,2
1257,1,6,3,1,3,4,4,1,2
1258,1,6,3,1,3,4,4,2,2
1259,1,6,3,1,3,4,4,3,2
1260,1,6,3,2,1,4,1,1,2
1261,1,6,3,2,1,4,1,2,2
1262,1,6,3,2,1,4,1,3,2
1263,1,6,3,2,1,4,2,1,2
1264,1,6,3,2,1,4,2,2,2
1265,1,6,3,2,1,4,2,3,2
1266,1,6,3,2,1,4,3,1,2
1267,1,6,3,2,1,4,3,2,2
1268,1,6,3,2,1,4,3,3,2
1269,1,6,3,2,1,4,4,1,2
1270,1,6,3,2,1,4,4,2,2
1271,1,6,3,2,1,4,4,3,2
1272,1,6,3,2,2,4,1,1,2
1273,1,6,3,2,2,4,1,2,2
1274,1,6,3,2,2,4,1,3,2
1277,1,6,3,2,2,4,2,3,2
1278,1,6,3,2,2,4,3,1,2
1279,1,6,3,2,2,4,3,2,2
1280,1,6,3,2,2,4,3,3,2
1281,1,6,3,2,2,4,4,1,2
1282,1,6,3,2,2,4,4,2,2
1283,1,6,3,2,2,4,4,3,2
1284,1,6,3,2,3,4,1,1,2
1285,1,6,3,2,3,4,1,2,2
1286,1,6,3,2,3,4,1,3,2
1287,1,6,3,2,3,4,2,1,2
1289,1,6,3,2,3,4,2,3,2
1290,1,6,3,2,3,4,3,1,2
1291,1,6,3,2,3,4,3,2,2
1292,1,6,3,2,3,4,3,3,2
1295,1,6,3,2,3,4,4,3,2
1296,1,6,3,3,1,4,1,1,2
1297,1,6,3,3,1,4,1,2,2
1298,1,6,3,3,1,4,1,3,2
1299,1,6,3,3,1,4,2,1,2
1300,1,6,3,3,1,4,2,2,2
1301,1,6,3,3,1,4,2,3,2
1302,1,6,3,3,1,4,3,1,2
1303,1,6,3,3,1,4,3,2,2
1304,1,6,3,3,1,4,3,3,2
1305,1,6,3,3,1,4,4,1,2
1306,1,6,3,3,1,4,4,2,2
1307,1,6,3,3,1,4,4,3,2
1308,1,6,3,3,2,4,1,1,2
1309,1,6,3,3,2,4,1,2,2
1310,1,6,3,3,2,4,1,3,2
1311,1,6,3,3,2,4,2,1,2
1312,1,6,3,3,2,4,2,2,2
1313,1,6,3,3,2,4,2,3,2
1314,1,6,3,3,2,4,3,1,2
1315,1,6,3,3,2,4,3,2,2
1316,1,6,3,3,2,4,3,3,2
1317,1,6,3,3,2,4,4,1,2
1319,1,6,3,3,2,4,4,3,2
1320,1,6,3,3,3,4,1,1,2
1321,1,6,3,3,3,4,1,2,2
1322,1,6,3,3,3,4,1,3,2
1323,1,6,3,3,3,4,2,1,2
1324,1,6,3,3,3,4,2,2,2
1325,1,6,3,3,3,4,2,3,2
1326,1,6,3,3,3,4,3,1,2
1327,1,6,3,3,3,4,3,2,2
1328,1,6,3,3,3,4,3,3,2
1330,1,6,3,3,3,4,4,2,2
1331,1,6,3,3,3,4,4,3,2
1332,2,1,1,1,1,1,1,1,1
1333,2,1,1,1,1,1,1,2,1
1334,2,1,1,1,1,1,1,3,1
1335,2,1,1,1,1,1,2,1,1
1336,2,1,1,1,1,1,2,2,1
1337,2,1,1,1,1,1,2,3,1
1338,2,1,1,1,1,1,3,1,1
1339,2,1,1,1,1,1,3,2,1
1340,2,1,1,1,1,1,3,3,1
1341,2,1,1,1,1,1,4,1,1
1342,2,1,1,1,1,1,4,2,1
1343,2,1,1,1,1,1,4,3,1
1344,2,1,1,1,1,2,1,1,1
1345,2,1,1,1,1,2,1,2,1
1346,2,1,1,1,1,2,1,3,1
1347,2,1,1,1,1,2,2,1,1
1348,2,1,1,1,1,2,2,2,1
1349,2,1,1,1,1,2,2,3,1
1350,2,1,1,1,1,2,3,1,1
1351,2,1,1,1,1,2,3,2,1
1352,2,1,1,1,1,2,3,3,1
1353,2,1,1,1,1,2,4,1,1
1354,2,1,1,1,1,2,4,2,1
1355,2,1,1,1,1,2,4,3,1
1356,2,1,1,1,1,3,1,1,1
1357,2,1,1,1,1,3,1,2,1
1358,2,1,1,1,1,3,1,3,1
1359,2,1,1,1,1,3,2,1,1
1360,2,1,1,1,1,3,2,2,1
1361,2,1,1,1,1,3,2,3,1
1363,2,1,1,1,1,3,3,2,1
1364,2,1,1,1,1,3,3,3,1
1365,2,1,1,1,1,3,4,1,1
1366,2,1,1,1,1,3,4,2,1
1367,2,1,1,1,1,3,4,3,1
1368,2,1,1,1,2,2,1,1,3
1369,2,1,1,1,2,2,2,1,3
1370,2,1,1,1,2,2,3,1,3
1371,2,1,1,1,2,2,4,1,3
1372,2,1,1,1,3,2,1,1,3
1373,2,1,1,1,3,2,2,1,3
1374,2,1,1,1,3,2,3,1,3
1375,2,1,1,1,3,2,4,1,3
1376,2,1,1,2,1,1,1,1,1
1377,2,1,1,2,1,1,1,2,1
1378,2,1,1,2,1,1,1,3,1
1379,2,1,1,2,1,1,2,1,1
1381,2,1,1,2,1,1,2,3,1
1382,2,1,1,2,1,1,3,1,1
1383,2,1,1,2,1,1,3,2,1
1385,2,1,1,2,1,1,4,1,1
1386,2,1,1,2,1,1,4,2,1
1388,2,1,1,2,1,2,1,1,1
1390,2,1,1,2,1,2,1,3,1
1391,2,1,1,2,1,2,2,1,1
1392,2,1,1,2,1,2,2,2,1
1393,2,1,1,2,1,2,2,3,1
1394,2,1,1,2,1,2,3,1,1
1395,2,1,1,2,1,2,3,2,1
1396,2,1,1,2,1,2,3,3,1
1397,2,1,1,2,1,2,4,1,1
1398,2,1,1,2,1,2,4,2,1
1399,2,1,1,2,1,2,4,3,1
1401,2,1,1,2,1,3,1,2,1
1402,2,1,1,2,1,3,1,3,1
1403,2,1,1,2,1,3,2,1,1
1404,2,1,1,2,1,3,2,2,1
1406,2,1,1,2,1,3,3,1,1
1407,2,1,1,2,1,3,3,2,1
1408,2,1,1,2,1,3,3,3,1
1409,2,1,1,2,1,3,4,1,1
1410,2,1,1,2,1,3,4,2,1
1413,2,1,1,2,2,2,2,1,3
1414,2,1,1,2,2,2,3,1,3
1415,2,1,1,2,2,2,4,1,3
1416,2,1,1,2,3,2,1,1,3
1417,2,1,1,2,3,2,2,1,3
1418,2,1,1,2,3,2,3,1,3
1420,2,1,1,3,1,1,1,1,1
1421,2,1,1,3,1,1,1,2,1
1422,2,1,1,3,1,1,1,3,1
1423,2,1,1,3,1,1,2,1,1
1424,2,1,1,3,1,1,2,2,1
1425,2,1,1,3,1,1,2,3,1
1426,2,1,1,3,1,1,3,1,1
1427,2,1,1,3,1,1,3,2,1
1428,2,1,1,3,1,1,3,3,1
1429,2,1,1,3,1,1,4,1,1
1431,2,1,1,3,1,1,4,3,1
1433,2,1,1,3,1,2,1,2,1
1435,2,1,1,3,1,2,2,1,1
1436,2,1,1,3,1,2,2,2,1
1437,2,1,1,3,1,2,2,3,1
1438,2,1,1,3,1,2,3,1,1
1439,2,1,1,3,1,2,3,2,1
1440,2,1,1,3,1,2,3,3,1
1441,2,1,1,3,1,2,4,1,1
1442,2,1,1,3,1,2,4,2,1
1444,2,1,1,3,1,3,1,1,1
1445,2,1,1,3,1,3,1,2,1
1446,2,1,1,3,1,3,1,3,1
1447,2,1,1,3,1,3,2,1,1
1448,2,1,1,3,1,3,2,2,1
1449,2,1,1,3,1,3,2,3,1
1450,2,1,1,3,1,3,3,1,1
1451,2,1,1,3,1,3,3,2,1
1452,2,1,1,3,1,3,3,3,1
1453,2,1,1,3,1,3,4,1,1
1454,2,1,1,3,1,3,4,2,1
1455,2,1,1,3,1,3,4,3,1
1456,2,1,1,3,2,2,1,1,3
1457,2,1,1,3,2,2,2,1,3
1458,2,1,1,3,2,2,3,1,3
1460,2,1,1,3,3,2,1,1,3
1461,2,1,1,3,3,2,2,1,3
1462,2,1,1,3,3,2,3,1,3
1463,2,1,1,3,3,2,4,1,3
1465,2,1,2,1,1,1,1,2,1
1466,2,1,2,1,1,1,1,3,1
1468,2,1,2,1,1,1,2,2,1
1469,2,1,2,1,1,1,2,3,1
1470,2,1,2,1,1,1,3,1,1
1471,2,1,2,1,1,1,3,2,1
1472,2,1,2,1,1,1,3,3,1
1473,2,1,2,1,1,1,4,1,1
1474,2,1,2,1,1,1,4,2,1
1475,2,1,2,1,1,1,4,3,1
1476,2,1,2,1,1,2,1,1,1
1477,2,1,2,1,1,2,1,2,1
1478,2,1,2,1,1,2,1,3,1
1479,2,1,2,1,1,2,2,1,1
1480,2,1,2,1,1,2,2,2,1
1481,2,1,2,1,1,2,2,3,1
1483,2,1,2,1,1,2,3,2,1
1484,2,1,2,1,1,2,3,3,1
1485,2,1,2,1,1,2,4,1,1
1486,2,1,2,1,1,2,4,2,1
1487,2,1,2,1,1,2,4,3,1
1489,2,1,2,1,1,3,1,2,1
1490,2,1,2,1,1,3,1,3,1
1491,2,1,2,1,1,3,2,1,1
1493,2,1,2,1,1,3,2,3,1
1494,2,1,2,1,1,3,3,1,1
1495,2,1,2,1,1,3,3,2,1
1496,2,1,2,1,1,3,3,3,1
1497,2,1,2,1,1,3,4,1,1
1498,2,1,2,1,1,3,4,2,1
1499,2,1,2,1,1,3,4,3,1
1500,2,1,2,1,2,2,1,1,3
1501,2,1,2,1,2,2,2,1,3
1502,2,1,2,1,2,2,3,1,3
1503,2,1,2,1,2,2,4,1,3
1504,2,1,2,1,3,2,1,1,3
1505,2,1,2,1,3,2,2,1,3
1506,2,1,2,1,3,2,3,1,3
1508,2,1,2,2,1,1,1,1,1
1509,2,1,2,2,1,1,1,2,1
